rank,inspect_components,inspect_semis,dismantle_semis,inspect_final,dismantle_final,semi_expected_costs,semi_output_good_probabilities,pass_probability_per_final_assembly,expected_fulfillment_cost,expected_profit
3265,11110101,100,100,1,0,"[42.888888888888886, 34.888888888888886, 31.555555555555557]","[1.0, 0.81, 0.81]",0.5904900000000002,208.86608297064012,-8.866082970640122
3266,00101011,101,001,1,0,"[51.51653711324493, 32.0, 39.55555555555556]","[1.0, 0.7290000000000001, 1.0]",0.6561000000000001,208.91951328882863,-8.919513288828625
3267,01000111,011,001,1,0,"[32.0, 51.51653711324493, 39.55555555555556]","[0.7290000000000001, 1.0, 1.0]",0.6561000000000001,208.91951328882863,-8.919513288828625
3268,01001011,011,000,1,0,"[32.0, 49.38271604938271, 41.7283950617284]","[0.7290000000000001, 1.0, 1.0]",0.6561000000000001,208.9789835560297,-8.978983556029704
3269,01001011,101,000,1,0,"[49.38271604938271, 32.0, 41.7283950617284]","[1.0, 0.7290000000000001, 1.0]",0.6561000000000001,208.9789835560297,-8.978983556029704
3270,10011011,100,000,0,0,"[48.46822130772747, 33.33333333333333, 33.55555555555556]","[1.0, 0.81, 0.9]",0.6561000000000001,208.9820304780008,-8.982030478000809
3271,10011110,100,000,0,0,"[48.46822130772747, 36.888888888888886, 30.0]","[1.0, 0.9, 0.81]",0.6561000000000001,208.9820304780008,-8.982030478000809
3272,11010011,010,000,0,0,"[33.33333333333333, 48.46822130772747, 33.55555555555556]","[0.81, 1.0, 0.9]",0.6561000000000001,208.9820304780008,-8.982030478000809
3273,11110010,010,000,0,0,"[36.888888888888886, 48.46822130772747, 30.0]","[0.9, 1.0, 0.81]",0.6561000000000001,208.9820304780008,-8.982030478000809
3274,11011010,010,000,1,0,"[33.33333333333333, 46.09053497942386, 30.0]","[0.81, 1.0, 0.81]",0.5904900000000002,209.01940475326788,-9.019404753267878
3275,11011010,100,000,1,0,"[46.09053497942386, 33.33333333333333, 30.0]","[1.0, 0.81, 0.81]",0.5904900000000002,209.01940475326788,-9.019404753267878
3276,00000010,110,000,0,0,"[51.821368693796664, 51.821368693796664, 30.0]","[1.0, 1.0, 0.81]",0.7290000000000001,209.1669923012254,-9.166992301225406
3277,10010100,011,000,1,0,"[31.333333333333332, 48.01097393689986, 43.8957475994513]","[0.7290000000000001, 1.0, 1.0]",0.6561000000000001,209.17551420467072,-9.17551420467072
3278,10110000,101,000,1,0,"[48.01097393689986, 31.333333333333332, 43.8957475994513]","[1.0, 0.7290000000000001, 1.0]",0.6561000000000001,209.17551420467072,-9.17551420467072
3279,10010101,011,000,1,0,"[31.333333333333332, 48.01097393689986, 43.895747599451305]","[0.7290000000000001, 1.0, 1.0]",0.6561000000000001,209.17551420467075,-9.175514204670748
3280,10110001,101,000,1,0,"[48.01097393689986, 31.333333333333332, 43.895747599451305]","[1.0, 0.7290000000000001, 1.0]",0.6561000000000001,209.17551420467075,-9.175514204670748
3281,00110111,011,000,1,0,"[33.55555555555556, 48.01097393689986, 41.7283950617284]","[0.7290000000000001, 1.0, 1.0]",0.6561000000000001,209.25914426792224,-9.259144267922238
3282,10100111,101,000,1,0,"[48.01097393689986, 33.55555555555556, 41.7283950617284]","[1.0, 0.7290000000000001, 1.0]",0.6561000000000001,209.25914426792224,-9.259144267922238
3283,01001010,011,000,1,0,"[32.0, 49.38271604938271, 41.9753086419753]","[0.7290000000000001, 1.0, 1.0]",0.6561000000000001,209.35531884066148,-9.355318840661482
3284,01001010,101,000,1,0,"[49.38271604938271, 32.0, 41.9753086419753]","[1.0, 0.7290000000000001, 1.0]",0.6561000000000001,209.35531884066148,-9.355318840661482
3285,00001011,101,001,1,0,"[51.821368693796664, 32.0, 39.55555555555556]","[1.0, 0.7290000000000001, 1.0]",0.6561000000000001,209.38412475133697,-9.38412475133697
3286,01000011,011,001,1,0,"[32.0, 51.821368693796664, 39.55555555555556]","[0.7290000000000001, 1.0, 1.0]",0.6561000000000001,209.38412475133697,-9.38412475133697
3287,10111100,001,000,0,0,"[34.888888888888886, 36.888888888888886, 43.8957475994513]","[0.81, 0.9, 1.0]",0.6561000000000001,209.46429717608447,-9.464297176084472
3288,11110100,001,000,0,0,"[36.888888888888886, 34.888888888888886, 43.8957475994513]","[0.9, 0.81, 1.0]",0.6561000000000001,209.46429717608447,-9.464297176084472
3289,10111101,001,000,0,0,"[34.888888888888886, 36.888888888888886, 43.895747599451305]","[0.81, 0.9, 1.0]",0.6561000000000001,209.46429717608453,-9.464297176084528
3290,11110101,001,000,0,0,"[36.888888888888886, 34.888888888888886, 43.895747599451305]","[0.9, 0.81, 1.0]",0.6561000000000001,209.46429717608453,-9.464297176084528
3291,01011000,110,000,1,0,"[49.38271604938271, 46.09053497942386, 28.0]","[1.0, 1.0, 0.7290000000000001]",0.6561000000000001,209.53094197348963,-9.530941973489632
3292,11001000,110,000,1,0,"[46.09053497942386, 49.38271604938271, 28.0]","[1.0, 1.0, 0.7290000000000001]",0.6561000000000001,209.53094197348963,-9.530941973489632
3293,01111011,100,000,0,0,"[48.83401920438958, 33.33333333333333, 33.55555555555556]","[1.0, 0.81, 0.9]",0.6561000000000001,209.53956423301085,-9.53956423301085
3294,01111110,100,000,0,0,"[48.83401920438958, 36.888888888888886, 30.0]","[1.0, 0.9, 0.81]",0.6561000000000001,209.53956423301085,-9.53956423301085
3295,11001111,010,000,0,0,"[33.33333333333333, 48.83401920438958, 33.55555555555556]","[0.81, 1.0, 0.9]",0.6561000000000001,209.53956423301085,-9.53956423301085
3296,11101110,010,000,0,0,"[36.888888888888886, 48.83401920438958, 30.0]","[0.9, 1.0, 0.81]",0.6561000000000001,209.53956423301085,-9.53956423301085
3297,00110110,011,000,1,0,"[33.55555555555556, 48.01097393689986, 41.9753086419753]","[0.7290000000000001, 1.0, 1.0]",0.6561000000000001,209.63547955255402,-9.635479552554017
3298,00111000,011,000,1,0,"[33.55555555555556, 46.09053497942386, 43.8957475994513]","[0.7290000000000001, 1.0, 1.0]",0.6561000000000001,209.63547955255402,-9.635479552554017
3299,00111001,011,000,1,0,"[33.55555555555556, 46.09053497942386, 43.895747599451305]","[0.7290000000000001, 1.0, 1.0]",0.6561000000000001,209.63547955255402,-9.635479552554017
3300,10100110,101,000,1,0,"[48.01097393689986, 33.55555555555556, 41.9753086419753]","[1.0, 0.7290000000000001, 1.0]",0.6561000000000001,209.63547955255402,-9.635479552554017
3301,11000100,101,000,1,0,"[46.09053497942386, 33.55555555555556, 43.8957475994513]","[1.0, 0.7290000000000001, 1.0]",0.6561000000000001,209.63547955255402,-9.635479552554017
3302,11000101,101,000,1,0,"[46.09053497942386, 33.55555555555556, 43.895747599451305]","[1.0, 0.7290000000000001, 1.0]",0.6561000000000001,209.63547955255402,-9.635479552554017
3303,10010000,011,000,1,0,"[31.333333333333332, 48.46822130772747, 43.8957475994513]","[0.7290000000000001, 1.0, 1.0]",0.6561000000000001,209.8724313984333,-9.872431398433292
3304,10010000,101,000,1,0,"[48.46822130772747, 31.333333333333332, 43.8957475994513]","[1.0, 0.7290000000000001, 1.0]",0.6561000000000001,209.8724313984333,-9.872431398433292
3305,10010001,011,000,1,0,"[31.333333333333332, 48.46822130772747, 43.895747599451305]","[0.7290000000000001, 1.0, 1.0]",0.6561000000000001,209.8724313984333,-9.872431398433292
3306,10010001,101,000,1,0,"[48.46822130772747, 31.333333333333332, 43.895747599451305]","[1.0, 0.7290000000000001, 1.0]",0.6561000000000001,209.8724313984333,-9.872431398433292
3307,10011111,011,010,0,0,"[31.333333333333332, 42.888888888888886, 41.7283950617284]","[0.7290000000000001, 1.0, 1.0]",0.6561000000000001,209.88662899550462,-9.886628995504623
3308,11110011,101,100,0,0,"[42.888888888888886, 31.333333333333332, 41.7283950617284]","[1.0, 0.7290000000000001, 1.0]",0.6561000000000001,209.88662899550462,-9.886628995504623
3309,10111011,001,000,1,0,"[34.888888888888886, 33.33333333333333, 41.7283950617284]","[0.81, 0.81, 1.0]",0.5904900000000002,209.91145876128397,-9.911458761283967
3310,11010111,001,000,1,0,"[33.33333333333333, 34.888888888888886, 41.7283950617284]","[0.81, 0.81, 1.0]",0.5904900000000002,209.91145876128397,-9.911458761283967
3311,10011111,001,000,1,0,"[31.333333333333332, 36.888888888888886, 41.7283950617284]","[0.7290000000000001, 0.9, 1.0]",0.5904900000000002,209.911458761284,-9.911458761283995
3312,11110011,001,000,1,0,"[36.888888888888886, 31.333333333333332, 41.7283950617284]","[0.9, 0.7290000000000001, 1.0]",0.5904900000000002,209.911458761284,-9.911458761283995
3313,00110011,011,000,1,0,"[33.55555555555556, 48.46822130772747, 41.7283950617284]","[0.7290000000000001, 1.0, 1.0]",0.6561000000000001,209.9560614616848,-9.956061461684811
3314,10000111,101,000,1,0,"[48.46822130772747, 33.55555555555556, 41.7283950617284]","[1.0, 0.7290000000000001, 1.0]",0.6561000000000001,209.9560614616848,-9.956061461684811
3315,00111111,011,011,0,0,"[33.55555555555556, 42.888888888888886, 39.55555555555556]","[0.7290000000000001, 1.0, 1.0]",0.6561000000000001,209.961896052431,-9.961896052431001
3316,11100111,101,101,0,0,"[42.888888888888886, 33.55555555555556, 39.55555555555556]","[1.0, 0.7290000000000001, 1.0]",0.6561000000000001,209.961896052431,-9.961896052431001
3317,00111111,001,001,1,0,"[33.55555555555556, 36.888888888888886, 39.55555555555556]","[0.7290000000000001, 0.9, 1.0]",0.5904900000000002,209.9950888245355,-9.995088824535486
3318,00111111,010,010,1,0,"[33.55555555555556, 42.888888888888886, 33.55555555555556]","[0.7290000000000001, 1.0, 0.9]",0.5904900000000002,209.9950888245355,-9.995088824535486
3319,01110111,001,001,1,0,"[35.55555555555556, 34.888888888888886, 39.55555555555556]","[0.81, 0.81, 1.0]",0.5904900000000002,209.9950888245355,-9.995088824535486
3320,01111101,010,010,1,0,"[35.55555555555556, 42.888888888888886, 31.555555555555557]","[0.81, 1.0, 0.81]",0.5904900000000002,209.9950888245355,-9.995088824535486
3321,10101111,001,001,1,0,"[34.888888888888886, 35.55555555555556, 39.55555555555556]","[0.81, 0.81, 1.0]",0.5904900000000002,209.9950888245355,-9.995088824535486
3322,11100111,001,001,1,0,"[36.888888888888886, 33.55555555555556, 39.55555555555556]","[0.9, 0.7290000000000001, 1.0]",0.5904900000000002,209.9950888245355,-9.995088824535486
3323,11100111,100,100,1,0,"[42.888888888888886, 33.55555555555556, 33.55555555555556]","[1.0, 0.7290000000000001, 0.9]",0.5904900000000002,209.9950888245355,-9.995088824535486
3324,11101101,100,100,1,0,"[42.888888888888886, 35.55555555555556, 31.555555555555557]","[1.0, 0.81, 0.81]",0.5904900000000002,209.9950888245355,-9.995088824535486
3325,01010100,011,000,1,0,"[32.0, 48.01097393689986, 43.8957475994513]","[0.7290000000000001, 1.0, 1.0]",0.6561000000000001,210.19161947317653,-10.19161947317653
3326,10101000,101,000,1,0,"[48.01097393689986, 32.0, 43.8957475994513]","[1.0, 0.7290000000000001, 1.0]",0.6561000000000001,210.19161947317653,-10.19161947317653
3327,01010101,011,000,1,0,"[32.0, 48.01097393689986, 43.895747599451305]","[0.7290000000000001, 1.0, 1.0]",0.6561000000000001,210.19161947317656,-10.191619473176559
3328,10101001,101,000,1,0,"[48.01097393689986, 32.0, 43.895747599451305]","[1.0, 0.7290000000000001, 1.0]",0.6561000000000001,210.19161947317656,-10.191619473176559
3329,10011110,011,010,0,0,"[31.333333333333332, 42.888888888888886, 41.9753086419753]","[0.7290000000000001, 1.0, 1.0]",0.6561000000000001,210.2629642801364,-10.262964280136401
3330,11110010,101,100,0,0,"[42.888888888888886, 31.333333333333332, 41.9753086419753]","[1.0, 0.7290000000000001, 1.0]",0.6561000000000001,210.2629642801364,-10.262964280136401
3331,10011110,001,000,1,0,"[31.333333333333332, 36.888888888888886, 41.9753086419753]","[0.7290000000000001, 0.9, 1.0]",0.5904900000000002,210.3296090775415,-10.329609077541505
3332,10111010,001,000,1,0,"[34.888888888888886, 33.33333333333333, 41.9753086419753]","[0.81, 0.81, 1.0]",0.5904900000000002,210.3296090775415,-10.329609077541505
3333,11010110,001,000,1,0,"[33.33333333333333, 34.888888888888886, 41.9753086419753]","[0.81, 0.81, 1.0]",0.5904900000000002,210.3296090775415,-10.329609077541505
3334,11110010,001,000,1,0,"[36.888888888888886, 31.333333333333332, 41.9753086419753]","[0.9, 0.7290000000000001, 1.0]",0.5904900000000002,210.3296090775415,-10.329609077541505
3335,00110010,011,000,1,0,"[33.55555555555556, 48.46822130772747, 41.9753086419753]","[0.7290000000000001, 1.0, 1.0]",0.6561000000000001,210.3323967463166,-10.33239674631659
3336,10000110,101,000,1,0,"[48.46822130772747, 33.55555555555556, 41.9753086419753]","[1.0, 0.7290000000000001, 1.0]",0.6561000000000001,210.3323967463166,-10.33239674631659
3337,10110100,110,000,1,0,"[48.01097393689986, 48.01097393689986, 28.0]","[1.0, 1.0, 0.7290000000000001]",0.6561000000000001,210.3672426060047,-10.367242606004709
3338,01011011,100,000,0,0,"[49.38271604938271, 33.33333333333333, 33.55555555555556]","[1.0, 0.81, 0.9]",0.6561000000000001,210.37586486552593,-10.375864865525926
3339,01011110,100,000,0,0,"[49.38271604938271, 36.888888888888886, 30.0]","[1.0, 0.9, 0.81]",0.6561000000000001,210.37586486552593,-10.375864865525926
3340,11001011,010,000,0,0,"[33.33333333333333, 49.38271604938271, 33.55555555555556]","[0.81, 1.0, 0.9]",0.6561000000000001,210.37586486552593,-10.375864865525926
3341,11101010,010,000,0,0,"[36.888888888888886, 49.38271604938271, 30.0]","[0.9, 1.0, 0.81]",0.6561000000000001,210.37586486552593,-10.375864865525926
3342,01110000,101,000,1,0,"[48.83401920438958, 31.333333333333332, 43.8957475994513]","[1.0, 0.7290000000000001, 1.0]",0.6561000000000001,210.42996515344336,-10.429965153443362
3343,01110001,101,000,1,0,"[48.83401920438958, 31.333333333333332, 43.895747599451305]","[1.0, 0.7290000000000001, 1.0]",0.6561000000000001,210.42996515344336,-10.429965153443362
3344,10001100,011,000,1,0,"[31.333333333333332, 48.83401920438958, 43.8957475994513]","[0.7290000000000001, 1.0, 1.0]",0.6561000000000001,210.42996515344336,-10.429965153443362
3345,10001101,011,000,1,0,"[31.333333333333332, 48.83401920438958, 43.895747599451305]","[0.7290000000000001, 1.0, 1.0]",0.6561000000000001,210.42996515344336,-10.429965153443362
3346,10011111,011,001,0,0,"[31.333333333333332, 45.432098765432094, 39.55555555555556]","[0.7290000000000001, 1.0, 1.0]",0.6561000000000001,210.4511319224523,-10.451131922452305
3347,11110011,101,001,0,0,"[45.432098765432094, 31.333333333333332, 39.55555555555556]","[1.0, 0.7290000000000001, 1.0]",0.6561000000000001,210.4511319224523,-10.451131922452305
3348,11111100,110,010,0,0,"[45.432098765432094, 42.888888888888886, 28.0]","[1.0, 1.0, 0.7290000000000001]",0.6561000000000001,210.4511319224523,-10.451131922452305
3349,11111100,110,100,0,0,"[42.888888888888886, 45.432098765432094, 28.0]","[1.0, 1.0, 0.7290000000000001]",0.6561000000000001,210.4511319224523,-10.451131922452305
3350,00100101,110,000,0,0,"[51.51653711324493, 51.51653711324493, 31.555555555555557]","[1.0, 1.0, 0.81]",0.7290000000000001,210.46451273257256,-10.464512732572558
3351,01111100,001,000,0,0,"[35.55555555555556, 36.888888888888886, 43.8957475994513]","[0.81, 0.9, 1.0]",0.6561000000000001,210.48040244459034,-10.48040244459034
3352,01111101,001,000,0,0,"[35.55555555555556, 36.888888888888886, 43.895747599451305]","[0.81, 0.9, 1.0]",0.6561000000000001,210.48040244459034,-10.48040244459034
3353,11101100,001,000,0,0,"[36.888888888888886, 35.55555555555556, 43.8957475994513]","[0.9, 0.81, 1.0]",0.6561000000000001,210.48040244459034,-10.48040244459034
3354,11101101,001,000,0,0,"[36.888888888888886, 35.55555555555556, 43.895747599451305]","[0.9, 0.81, 1.0]",0.6561000000000001,210.48040244459034,-10.48040244459034
3355,00101111,011,000,1,0,"[33.55555555555556, 48.83401920438958, 41.7283950617284]","[0.7290000000000001, 1.0, 1.0]",0.6561000000000001,210.51359521669488,-10.513595216694881
3356,01100111,101,000,1,0,"[48.83401920438958, 33.55555555555556, 41.7283950617284]","[1.0, 0.7290000000000001, 1.0]",0.6561000000000001,210.51359521669488,-10.513595216694881
3357,10011111,010,000,1,0,"[31.333333333333332, 45.432098765432094, 33.55555555555556]","[0.7290000000000001, 1.0, 0.9]",0.5904900000000002,210.5386842356703,-10.538684235670303
3358,10111110,010,000,1,0,"[34.888888888888886, 45.432098765432094, 30.0]","[0.81, 1.0, 0.81]",0.5904900000000002,210.5386842356703,-10.538684235670303
3359,11011101,010,000,1,0,"[33.33333333333333, 45.432098765432094, 31.555555555555557]","[0.81, 1.0, 0.81]",0.5904900000000002,210.5386842356703,-10.538684235670303
3360,11110011,100,000,1,0,"[45.432098765432094, 31.333333333333332, 33.55555555555556]","[1.0, 0.7290000000000001, 0.9]",0.5904900000000002,210.5386842356703,-10.538684235670303
3361,11110110,100,000,1,0,"[45.432098765432094, 34.888888888888886, 30.0]","[1.0, 0.81, 0.81]",0.5904900000000002,210.5386842356703,-10.538684235670303
3362,11111001,100,000,1,0,"[45.432098765432094, 33.33333333333333, 31.555555555555557]","[1.0, 0.81, 0.81]",0.5904900000000002,210.5386842356703,-10.538684235670303
3363,11111100,010,000,1,0,"[36.888888888888886, 45.432098765432094, 28.0]","[0.9, 1.0, 0.7290000000000001]",0.5904900000000002,210.5386842356703,-10.538684235670303
3364,11111100,100,000,1,0,"[45.432098765432094, 36.888888888888886, 28.0]","[1.0, 0.9, 0.7290000000000001]",0.5904900000000002,210.5386842356703,-10.538684235670303
3365,10110111,010,000,0,0,"[34.888888888888886, 48.01097393689986, 33.55555555555556]","[0.81, 1.0, 0.9]",0.6561000000000001,210.65602557741846,-10.656025577418461
3366,10110111,100,000,0,0,"[48.01097393689986, 34.888888888888886, 33.55555555555556]","[1.0, 0.81, 0.9]",0.6561000000000001,210.65602557741846,-10.656025577418461
3367,10111101,100,000,0,0,"[48.01097393689986, 36.888888888888886, 31.555555555555557]","[1.0, 0.9, 0.81]",0.6561000000000001,210.65602557741846,-10.656025577418461
3368,11110101,010,000,0,0,"[36.888888888888886, 48.01097393689986, 31.555555555555557]","[0.9, 1.0, 0.81]",0.6561000000000001,210.65602557741846,-10.656025577418461
3369,00000101,110,000,0,0,"[51.821368693796664, 51.51653711324493, 31.555555555555557]","[1.0, 1.0, 0.81]",0.7290000000000001,210.8826630488301,-10.882663048830096
3370,00100001,110,000,0,0,"[51.51653711324493, 51.821368693796664, 31.555555555555557]","[1.0, 1.0, 0.81]",0.7290000000000001,210.8826630488301,-10.882663048830096
3371,01010000,011,000,1,0,"[32.0, 48.46822130772747, 43.8957475994513]","[0.7290000000000001, 1.0, 1.0]",0.6561000000000001,210.88853666693907,-10.888536666939075
3372,10001000,101,000,1,0,"[48.46822130772747, 32.0, 43.8957475994513]","[1.0, 0.7290000000000001, 1.0]",0.6561000000000001,210.88853666693907,-10.888536666939075
3373,01010001,011,000,1,0,"[32.0, 48.46822130772747, 43.895747599451305]","[0.7290000000000001, 1.0, 1.0]",0.6561000000000001,210.88853666693913,-10.888536666939132
3374,10001001,101,000,1,0,"[48.46822130772747, 32.0, 43.895747599451305]","[1.0, 0.7290000000000001, 1.0]",0.6561000000000001,210.88853666693913,-10.888536666939132
3375,00101110,011,000,1,0,"[33.55555555555556, 48.83401920438958, 41.9753086419753]","[0.7290000000000001, 1.0, 1.0]",0.6561000000000001,210.88993050132666,-10.88993050132666
3376,01100110,101,000,1,0,"[48.83401920438958, 33.55555555555556, 41.9753086419753]","[1.0, 0.7290000000000001, 1.0]",0.6561000000000001,210.88993050132666,-10.88993050132666
3377,01011111,011,010,0,0,"[32.0, 42.888888888888886, 41.7283950617284]","[0.7290000000000001, 1.0, 1.0]",0.6561000000000001,210.90273426401046,-10.902734264010462
3378,11101011,101,100,0,0,"[42.888888888888886, 32.0, 41.7283950617284]","[1.0, 0.7290000000000001, 1.0]",0.6561000000000001,210.90273426401046,-10.902734264010462
3379,11011000,001,000,1,0,"[33.33333333333333, 33.33333333333333, 43.8957475994513]","[0.81, 0.81, 1.0]",0.5904900000000002,210.94754232267763,-10.947542322677634
3380,11011001,001,000,1,0,"[33.33333333333333, 33.33333333333333, 43.895747599451305]","[0.81, 0.81, 1.0]",0.5904900000000002,210.94754232267766,-10.947542322677663
3381,01011111,001,000,1,0,"[32.0, 36.888888888888886, 41.7283950617284]","[0.7290000000000001, 0.9, 1.0]",0.5904900000000002,211.04046461517936,-11.04046461517936
3382,01111011,001,000,1,0,"[35.55555555555556, 33.33333333333333, 41.7283950617284]","[0.81, 0.81, 1.0]",0.5904900000000002,211.04046461517936,-11.04046461517936
3383,11001111,001,000,1,0,"[33.33333333333333, 35.55555555555556, 41.7283950617284]","[0.81, 0.81, 1.0]",0.5904900000000002,211.04046461517936,-11.04046461517936
3384,11101011,001,000,1,0,"[36.888888888888886, 32.0, 41.7283950617284]","[0.9, 0.7290000000000001, 1.0]",0.5904900000000002,211.04046461517936,-11.04046461517936
3385,10010100,110,000,1,0,"[48.46822130772747, 48.01097393689986, 28.0]","[1.0, 1.0, 0.7290000000000001]",0.6561000000000001,211.06415979976728,-11.064159799767282
3386,10110000,110,000,1,0,"[48.01097393689986, 48.46822130772747, 28.0]","[1.0, 1.0, 0.7290000000000001]",0.6561000000000001,211.06415979976728,-11.064159799767282
3387,01101111,001,001,1,0,"[35.55555555555556, 35.55555555555556, 39.55555555555556]","[0.81, 0.81, 1.0]",0.5904900000000002,211.12409467843085,-11.12409467843085
3388,00110011,101,000,1,0,"[51.51653711324493, 31.333333333333332, 41.7283950617284]","[1.0, 0.7290000000000001, 1.0]",0.6561000000000001,211.2151585250825,-11.2151585250825
3389,10000111,011,000,1,0,"[31.333333333333332, 51.51653711324493, 41.7283950617284]","[0.7290000000000001, 1.0, 1.0]",0.6561000000000001,211.2151585250825,-11.2151585250825
3390,01010000,101,000,1,0,"[49.38271604938271, 31.333333333333332, 43.8957475994513]","[1.0, 0.7290000000000001, 1.0]",0.6561000000000001,211.2662657859584,-11.26626578595841
3391,01010001,101,000,1,0,"[49.38271604938271, 31.333333333333332, 43.895747599451305]","[1.0, 0.7290000000000001, 1.0]",0.6561000000000001,211.2662657859584,-11.26626578595841
3392,10001000,011,000,1,0,"[31.333333333333332, 49.38271604938271, 43.8957475994513]","[0.7290000000000001, 1.0, 1.0]",0.6561000000000001,211.2662657859584,-11.26626578595841
3393,10001001,011,000,1,0,"[31.333333333333332, 49.38271604938271, 43.895747599451305]","[0.7290000000000001, 1.0, 1.0]",0.6561000000000001,211.2662657859584,-11.26626578595841
3394,01011110,011,010,0,0,"[32.0, 42.888888888888886, 41.9753086419753]","[0.7290000000000001, 1.0, 1.0]",0.6561000000000001,211.2790695486422,-11.279069548642212
3395,11101010,101,100,0,0,"[42.888888888888886, 32.0, 41.9753086419753]","[1.0, 0.7290000000000001, 1.0]",0.6561000000000001,211.2790695486422,-11.279069548642212
3396,00100111,011,001,1,0,"[33.55555555555556, 51.51653711324493, 39.55555555555556]","[0.7290000000000001, 1.0, 1.0]",0.6561000000000001,211.29042558200888,-11.29042558200888
3397,00100111,101,001,1,0,"[51.51653711324493, 33.55555555555556, 39.55555555555556]","[1.0, 0.7290000000000001, 1.0]",0.6561000000000001,211.29042558200888,-11.29042558200888
3398,00000001,110,000,0,0,"[51.821368693796664, 51.821368693796664, 31.555555555555557]","[1.0, 1.0, 0.81]",0.7290000000000001,211.3008133650876,-11.300813365087606
3399,00101011,011,000,1,0,"[33.55555555555556, 49.38271604938271, 41.7283950617284]","[0.7290000000000001, 1.0, 1.0]",0.6561000000000001,211.34989584920993,-11.349895849209929
3400,01000111,101,000,1,0,"[49.38271604938271, 33.55555555555556, 41.7283950617284]","[1.0, 0.7290000000000001, 1.0]",0.6561000000000001,211.34989584920993,-11.349895849209929
3401,10010111,100,000,0,0,"[48.46822130772747, 34.888888888888886, 33.55555555555556]","[1.0, 0.81, 0.9]",0.6561000000000001,211.35294277118103,-11.352942771181034
3402,10011101,100,000,0,0,"[48.46822130772747, 36.888888888888886, 31.555555555555557]","[1.0, 0.9, 0.81]",0.6561000000000001,211.35294277118103,-11.352942771181034
3403,10110011,010,000,0,0,"[34.888888888888886, 48.46822130772747, 33.55555555555556]","[0.81, 1.0, 0.9]",0.6561000000000001,211.35294277118103,-11.352942771181034
3404,11110001,010,000,0,0,"[36.888888888888886, 48.46822130772747, 31.555555555555557]","[0.9, 1.0, 0.81]",0.6561000000000001,211.35294277118103,-11.352942771181034
3405,01001100,011,000,1,0,"[32.0, 48.83401920438958, 43.8957475994513]","[0.7290000000000001, 1.0, 1.0]",0.6561000000000001,211.44607042194917,-11.446070421949173
3406,01001101,011,000,1,0,"[32.0, 48.83401920438958, 43.895747599451305]","[0.7290000000000001, 1.0, 1.0]",0.6561000000000001,211.44607042194917,-11.446070421949173
3407,01101000,101,000,1,0,"[48.83401920438958, 32.0, 43.8957475994513]","[1.0, 0.7290000000000001, 1.0]",0.6561000000000001,211.44607042194917,-11.446070421949173
3408,01101001,101,000,1,0,"[48.83401920438958, 32.0, 43.895747599451305]","[1.0, 0.7290000000000001, 1.0]",0.6561000000000001,211.44607042194917,-11.446070421949173
3409,10011011,011,001,0,0,"[31.333333333333332, 46.09053497942386, 39.55555555555556]","[0.7290000000000001, 1.0, 1.0]",0.6561000000000001,211.4546926814704,-11.45469268147039
3410,11010011,101,001,0,0,"[46.09053497942386, 31.333333333333332, 39.55555555555556]","[1.0, 0.7290000000000001, 1.0]",0.6561000000000001,211.4546926814704,-11.45469268147039
3411,11011100,110,010,0,0,"[46.09053497942386, 42.888888888888886, 28.0]","[1.0, 1.0, 0.7290000000000001]",0.6561000000000001,211.4546926814704,-11.45469268147039
3412,11111000,110,100,0,0,"[42.888888888888886, 46.09053497942386, 28.0]","[1.0, 1.0, 0.7290000000000001]",0.6561000000000001,211.4546926814704,-11.45469268147039
3413,01011110,001,000,1,0,"[32.0, 36.888888888888886, 41.9753086419753]","[0.7290000000000001, 0.9, 1.0]",0.5904900000000002,211.45861493143687,-11.45861493143687
3414,01111010,001,000,1,0,"[35.55555555555556, 33.33333333333333, 41.9753086419753]","[0.81, 0.81, 1.0]",0.5904900000000002,211.45861493143687,-11.45861493143687
3415,11001110,001,000,1,0,"[33.33333333333333, 35.55555555555556, 41.9753086419753]","[0.81, 0.81, 1.0]",0.5904900000000002,211.45861493143687,-11.45861493143687
3416,11101010,001,000,1,0,"[36.888888888888886, 32.0, 41.9753086419753]","[0.9, 0.7290000000000001, 1.0]",0.5904900000000002,211.45861493143687,-11.45861493143687
3417,01011111,011,001,0,0,"[32.0, 45.432098765432094, 39.55555555555556]","[0.7290000000000001, 1.0, 1.0]",0.6561000000000001,211.46723719095812,-11.467237190958116
3418,11101011,101,001,0,0,"[45.432098765432094, 32.0, 39.55555555555556]","[1.0, 0.7290000000000001, 1.0]",0.6561000000000001,211.46723719095812,-11.467237190958116
3419,00110010,101,000,1,0,"[51.51653711324493, 31.333333333333332, 41.9753086419753]","[1.0, 0.7290000000000001, 1.0]",0.6561000000000001,211.59149380971428,-11.59149380971428
3420,10000110,011,000,1,0,"[31.333333333333332, 51.51653711324493, 41.9753086419753]","[0.7290000000000001, 1.0, 1.0]",0.6561000000000001,211.59149380971428,-11.59149380971428
3421,01110100,110,000,1,0,"[48.83401920438958, 48.01097393689986, 28.0]","[1.0, 1.0, 0.7290000000000001]",0.6561000000000001,211.62169355477732,-11.621693554777323
3422,10101100,110,000,1,0,"[48.01097393689986, 48.83401920438958, 28.0]","[1.0, 1.0, 0.7290000000000001]",0.6561000000000001,211.62169355477732,-11.621693554777323
